0	0.110637
1	0.104698
2	0.048671
3	0.037418
4	0.030680
5	0.024596
6	0.019931
7	0.017667
8	0.016066
9	0.014840
10	0.013948
11	0.013030
12	0.012165
13	0.011932
14	0.011260
15	0.010676
16	0.010110
17	0.009881
18	0.009235
19	0.008941
20	0.008407
21	0.008198
22	0.008171
23	0.008068
24	0.007909
25	0.007717
26	0.007098
27	0.007189
28	0.006847
29	0.006605
30	0.006228
31	0.005970
32	0.005568
33	0.005441
34	0.005566
35	0.005210
36	0.005005
37	0.004728
38	0.004770
39	0.004525
40	0.004486
41	0.004294
42	0.004311
43	0.004240
44	0.004272
45	0.004167
46	0.004230
47	0.004137
48	0.004009
49	0.004176
50	0.003948
51	0.004014
52	0.003963
53	0.003792
54	0.003740
55	0.003625
56	0.003553
57	0.003395
58	0.003605
59	0.003603
60	0.003317
61	0.003397
62	0.003219
63	0.003311
64	0.003173
65	0.003290
66	0.003100
67	0.002968
68	0.002899
69	0.002867
70	0.002626
71	0.002778
72	0.002756
73	0.002760
74	0.002916
75	0.002851
76	0.002765
77	0.002861
78	0.002756
79	0.002728
80	0.002552
81	0.002386
82	0.002630
83	0.002580
84	0.002523
85	0.002491
86	0.002619
87	0.002505
88	0.002537
89	0.002336
90	0.002370
91	0.002418
92	0.002329
93	0.002267
94	0.002256
95	0.002135
96	0.002201
97	0.001980
98	0.002016
99	0.002119
100	0.001986
101	0.002077
102	0.002009
103	0.002068
104	0.002151
105	0.002128
106	0.002004
107	0.002087
108	0.002020
109	0.001911
110	0.001801
111	0.001753
112	0.001617
113	0.001557
114	0.001612
115	0.001511
116	0.001617
117	0.001552
118	0.001511
119	0.001589
120	0.001507
121	0.001420
122	0.001390
123	0.001299
124	0.001317
125	0.001349
126	0.001286
127	0.001285
128	0.001267
129	0.001181
130	0.001153
131	0.001313
132	0.001290
133	0.001244
134	0.001278
135	0.001208
136	0.001149
137	0.001208
138	0.001181
139	0.001128
140	0.001210
141	0.001174
142	0.001169
143	0.001183
144	0.001110
145	0.001149
146	0.001141
147	0.001165
148	0.001146
149	0.001146
150	0.001064
151	0.001069
152	0.001055
153	0.001146
154	0.001039
155	0.001091
156	0.001149
157	0.001103
158	0.001132
159	0.001085
160	0.001034
161	0.001050
162	0.001139
163	0.001110
164	0.001160
165	0.001142
166	0.001258
167	0.001231
168	0.001116
169	0.001044
170	0.000984
171	0.000927
172	0.000979
173	0.000927
174	0.000833
175	0.000795
176	0.000690
177	0.000580
178	0.000651
179	0.000557
180	0.000600
181	0.000557
182	0.000534
183	0.000495
184	0.000493
185	0.000479
186	0.000507
187	0.000493
188	0.000413
189	0.000386
190	0.000368
191	0.000351
192	0.000317
193	0.000278
194	0.000292
195	0.000240
196	0.000228
197	0.000180
198	0.000189
199	0.000219
200	0.000192
201	0.000231
202	0.000206
203	0.000174
204	0.000199
205	0.000162
206	0.000157
207	0.000151
208	0.000125
209	0.000149
210	0.000151
211	0.000107
212	0.000103
213	0.000128
214	0.000121
215	0.000116
216	0.000133
217	0.000121
218	0.000137
219	0.000144
220	0.000149
221	0.000125
222	0.000141
223	0.000176
224	0.000146
225	0.000142
226	0.000178
227	0.000174
228	0.000247
229	0.000187
230	0.000237
231	0.000249
232	0.000214
233	0.000203
234	0.000205
235	0.000187
236	0.000231
237	0.000231
238	0.000235
239	0.000265
240	0.000297
241	0.000635
242	0.000692
243	0.000370
244	0.000441
245	0.000819
246	0.002719
247	0.003815
248	0.002548
249	0.002080
250	0.002005
251	0.002662
252	0.005799
253	0.004429
254	0.000630
255	0.000012
