0	16
1	0
2	34
3	0
4	0
5	45
6	48
7	0
8	0
9	0
10	55
11	57
12	0
13	60
14	0
15	0
16	0
17	65
18	66
19	67
20	0
21	69
22	70
23	71
24	72
25	73
26	0
27	0
28	0
29	0
30	77
31	78
32	0
33	0
34	80
35	81
36	82
37	0
38	83
39	0
40	84
41	85
42	86
43	87
44	0
45	88
46	89
47	90
48	0
49	91
50	92
51	0
52	93
53	94
54	95
55	0
56	96
57	97
58	98
59	99
60	99
61	0
62	100
63	101
64	102
65	103
66	103
67	104
68	0
69	105
70	105
71	106
72	107
73	107
74	108
75	109
76	110
77	110
78	112
79	113
80	113
81	114
82	115
83	115
84	116
85	117
86	117
87	119
88	119
89	120
90	121
91	121
92	123
93	123
94	124
95	125
96	125
97	127
98	127
99	128
100	128
101	130
102	130
103	131
104	131
105	133
106	133
107	134
108	134
109	136
110	136
111	137
112	137
113	139
114	139
115	139
116	140
117	140
118	142
119	142
120	142
121	143
122	143
123	143
124	145
125	145
126	145
127	147
128	147
129	147
130	149
131	149
132	149
133	151
134	151
135	151
136	153
137	153
138	153
139	155
140	155
141	155
142	155
143	157
144	157
145	157
146	160
147	160
148	160
149	160
150	163
151	163
152	163
153	166
154	166
155	166
156	166
157	171
158	171
159	171
160	175
161	175
162	175
163	175
164	180
165	180
166	180
167	185
168	185
169	185
170	185
171	190
172	190
173	190
174	190
175	194
176	194
177	194
178	194
179	194
180	194
181	194
182	199
183	199
184	199
185	199
186	199
187	199
188	199
189	199
190	205
191	205
192	205
193	205
194	205
195	205
196	205
197	205
198	205
199	205
200	205
201	205
202	205
203	205
204	205
205	205
206	205
207	205
208	210
209	210
210	210
211	210
212	210
213	210
214	210
215	210
216	210
217	210
218	210
219	210
220	210
221	210
222	210
223	210
224	210
225	210
226	210
227	210
228	210
229	210
230	210
231	210
232	210
233	214
234	214
235	214
236	214
237	214
238	214
239	214
240	214
241	214
242	214
243	214
244	214
245	218
246	218
247	220
248	222
249	224
250	224
251	226
252	231
253	255
254	255
255	0
