93	0.002119	0.002365	0.002233
94	0.002062	0.002260	0.002253
95	0.001934	0.002183	0.002190
96	0.001900	0.002208	0.002233
97	0.001786	0.002178	0.002146
98	0.001856	0.002292	0.002100
99	0.001829	0.002304	0.002082
100	0.001708	0.002132	0.002036
101	0.001504	0.002089	0.002117
102	0.001527	0.002059	0.002020
103	0.001482	0.002012	0.002041
104	0.001493	0.001950	0.001799
105	0.001420	0.001907	0.001810
106	0.001472	0.001940	0.001806
107	0.001294	0.001872	0.001806
108	0.001288	0.001904	0.001728
109	0.001422	0.001909	0.001833
110	0.001415	0.001993	0.001806
111	0.001256	0.002126	0.001733
112	0.001278	0.001943	0.001952
113	0.001311	0.001943	0.001973
114	0.001230	0.001998	0.001938
115	0.001101	0.001827	0.001801
116	0.001171	0.001840	0.001783
117	0.001119	0.001783	0.001619
118	0.001189	0.001573	0.001610
119	0.001174	0.001436	0.001708
120	0.001203	0.001507	0.001521
121	0.001292	0.001553	0.001477
122	0.001247	0.001534	0.001491
123	0.001123	0.001477	0.001327
124	0.001077	0.001516	0.001308
125	0.001101	0.001461	0.001320
126	0.001096	0.001395	0.001292
127	0.001028	0.001461	0.001343
128	0.001080	0.001432	0.001319
129	0.001059	0.001367	0.001375
130	0.001011	0.001251	0.001434
131	0.000991	0.001270	0.001395
132	0.000936	0.001237	0.001351
133	0.000998	0.001263	0.001319
134	0.001109	0.001240	0.001342
135	0.001094	0.001319	0.001286
136	0.000998	0.001217	0.001222
137	0.001089	0.001157	0.001356
138	0.001109	0.001212	0.001253
139	0.001119	0.001189	0.001181
140	0.001165	0.001230	0.001233
141	0.001246	0.001176	0.001279
142	0.001319	0.001267	0.001169
143	0.001301	0.001190	0.001263
144	0.001340	0.001311	0.001205
145	0.001313	0.001125	0.001272
146	0.001253	0.001132	0.001283
147	0.001214	0.001203	0.001327
148	0.001178	0.001181	0.001335
149	0.001016	0.001101	0.001278
150	0.001007	0.001206	0.001315
151	0.000913	0.001167	0.001327
152	0.000906	0.001030	0.001249
153	0.000824	0.001139	0.001146
154	0.000742	0.001137	0.001187
155	0.000719	0.001190	0.001217
156	0.000692	0.001164	0.001256
157	0.000665	0.001080	0.001254
158	0.000623	0.001069	0.001221
159	0.000585	0.001165	0.001302
160	0.000562	0.001103	0.001228
161	0.000587	0.001135	0.001233
162	0.000548	0.001194	0.001139
163	0.000431	0.001119	0.001157
164	0.000512	0.001128	0.001185
165	0.000552	0.001046	0.001098
166	0.000500	0.001032	0.001176
167	0.000454	0.001094	0.001123
168	0.000327	0.001005	0.001091
169	0.000308	0.001059	0.001073
170	0.000306	0.001084	0.001068
171	0.000315	0.001085	0.000923
172	0.000279	0.001144	0.001000
173	0.000283	0.001094	0.001011
174	0.000276	0.001116	0.001021
175	0.000221	0.001190	0.000973
176	0.000224	0.001059	0.001103
177	0.000205	0.001060	0.001142
178	0.000196	0.000984	0.001139
179	0.000173	0.001036	0.001219
180	0.000151	0.000842	0.001187
181	0.000153	0.000900	0.001238
182	0.000157	0.000852	0.001226
183	0.000187	0.000801	0.001178
184	0.000169	0.000642	0.001212
185	0.000153	0.000698	0.001221
186	0.000141	0.000607	0.001117
187	0.000164	0.000560	0.001094
188	0.000128	0.000512	0.001018
189	0.000128	0.000512	0.000916
190	0.000132	0.000505	0.000819
191	0.000105	0.000523	0.000808
192	0.000114	0.000466	0.000742
193	0.000114	0.000500	0.000662
194	0.000098	0.000431	0.000626
195	0.000125	0.000520	0.000637
196	0.000117	0.000420	0.000623
197	0.000117	0.000379	0.000514
198	0.000096	0.000381	0.000479
199	0.000112	0.000375	0.000534
200	0.000096	0.000302	0.000541
201	0.000114	0.000240	0.000473
202	0.000105	0.000260	0.000416
203	0.000101	0.000258	0.000363
204	0.000130	0.000238	0.000383
205	0.000130	0.000205	0.000340
206	0.000119	0.000244	0.000395
207	0.000116	0.000210	0.000335
208	0.000117	0.000189	0.000301
209	0.000135	0.000226	0.000274
210	0.000112	0.000185	0.000226
211	0.000160	0.000165	0.000240
212	0.000139	0.000162	0.000233
213	0.000158	0.000155	0.000238
214	0.000171	0.000142	0.000222
215	0.000155	0.000157	0.000189
216	0.000217	0.000176	0.000180
217	0.000167	0.000142	0.000181
218	0.000105	0.000123	0.000214
219	0.000142	0.000126	0.000190
220	0.000155	0.000126	0.000194
221	0.000133	0.000114	0.000198
222	0.000155	0.000128	0.000155
223	0.000194	0.000128	0.000164
224	0.000169	0.000153	0.000146
225	0.000165	0.000144	0.000185
226	0.000192	0.000164	0.000157
227	0.000205	0.000135	0.000160
228	0.000237	0.000157	0.000160
229	0.000187	0.000151	0.000180
230	0.000265	0.000162	0.000206
231	0.000183	0.000153	0.000194
232	0.000456	0.000196	0.000219
233	0.000448	0.000173	0.000199
234	0.000233	0.000267	0.000262
235	0.000265	0.000260	0.000320
236	0.000311	0.000269	0.000286
237	0.000386	0.000311	0.000349
238	0.000404	0.000276	0.000404
239	0.000422	0.000244	0.000340
240	0.000571	0.000244	0.000343
241	0.001050	0.000215	0.000270
242	0.003778	0.000279	0.000327
243	0.003192	0.000270	0.000464
244	0.001377	0.000368	0.001206
245	0.001441	0.000749	0.001043
246	0.001578	0.000701	0.003000
247	0.001710	0.000730	0.002819
248	0.002794	0.002230	0.002082
249	0.004233	0.004153	0.001329
250	0.003107	0.002934	0.001413
251	0.000765	0.002980	0.001996
252	0.000331	0.002141	0.002765
253	0.000210	0.002874	0.006180
254	0.000053	0.005327	0.004982
255	0.000046	0.004980	0.001667
